Column1,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Age
DRP35,18.85,Low Fat,0.09,Hard Drinks,127.33,OUT046,1997,Small,Tier 1,Supermarket Type1,3962.84,28
FDO11,8.0,Regular,0.03,Breads,250.31,OUT046,1997,Small,Tier 1,Supermarket Type1,6723.25,28
NCM30,19.1,Low Fat,0.07,Household,41.98,OUT046,1997,Small,Tier 1,Supermarket Type1,701.75,28
DRF27,12.857645184135976,Low Fat,0.03,Dairy,152.23,OUT027,1985,Medium,Tier 3,Supermarket Type3,1071.94,40
NCR18,12.857645184135976,Low Fat,0.02,Household,44.41,OUT027,1985,Medium,Tier 3,Supermarket Type3,767.0,40
FDS48,12.857645184135976,Low Fat,0.03,Baking Goods,149.47,OUT027,1985,Medium,Tier 3,Supermarket Type3,3159.89,40
FDO32,6.36,Low Fat,0.12,Fruits and Vegetables,46.51,OUT049,1999,Medium,Tier 1,Supermarket Type1,652.48,26
NCP05,19.6,Low Fat,0.03,Health and Hygiene,151.7,OUT017,2007,Medium,Tier 2,Supermarket Type1,2884.25,18
FDF44,12.857645184135976,Regular,0.06,Fruits and Vegetables,131.0,OUT027,1985,Medium,Tier 3,Supermarket Type3,4828.38,40
FDX56,17.1,Regular,0.07,Fruits and Vegetables,209.06,OUT046,1997,Small,Tier 1,Supermarket Type1,3520.08,28
FDE46,12.857645184135976,Low Fat,0.02,Snack Foods,150.74,OUT027,1985,Medium,Tier 3,Supermarket Type3,906.82,40
FDQ09,12.857645184135976,Low Fat,0.06,Snack Foods,113.28,OUT027,1985,Medium,Tier 3,Supermarket Type3,4376.97,40
NCB54,8.76,Low Fat,0.05,Health and Hygiene,126.73,OUT013,1987,High,Tier 3,Supermarket Type1,639.17,38
NCV18,6.775,Low Fat,0.11,Household,84.22,OUT035,2004,Small,Tier 2,Supermarket Type1,3162.55,21
NCG55,16.25,Low Fat,0.04,Household,116.12,OUT049,1999,Medium,Tier 1,Supermarket Type1,2633.9,26
FDV14,19.85,Low Fat,0.04,Dairy,89.49,OUT035,2004,Small,Tier 2,Supermarket Type1,1054.63,21
FDT31,19.75,Low Fat,0.01,Fruits and Vegetables,189.99,OUT013,1987,High,Tier 3,Supermarket Type1,3781.74,38
DRD12,6.96,Low Fat,0.08,Soft Drinks,91.41,OUT045,2002,Medium,Tier 2,Supermarket Type1,638.5,23
FDZ40,8.935,Low Fat,0.04,Frozen Foods,53.73,OUT018,2009,Medium,Tier 3,Supermarket Type2,593.23,16
DRI11,8.26,Low Fat,0.06,Hard Drinks,113.78,OUT010,1998,Medium,Tier 3,Grocery Store,115.18,27
FDP23,6.71,Low Fat,0.04,Breads,218.32,OUT045,2002,Medium,Tier 2,Supermarket Type1,1959.45,23
FDY02,8.945,Regular,0.09,Dairy,263.49,OUT035,2004,Small,Tier 2,Supermarket Type1,1840.94,21
FDM03,12.65,Low Fat,0.0,Meat,107.89,OUT046,1997,Small,Tier 1,Supermarket Type1,750.36,28
FDF35,15.0,Low Fat,0.15,Starchy Foods,107.39,OUT049,1999,Medium,Tier 1,Supermarket Type1,750.36,26
DRM37,15.35,Low Fat,0.1,Soft Drinks,196.58,OUT017,2007,Medium,Tier 2,Supermarket Type1,7686.0,18
NCV41,14.35,Low Fat,0.02,Health and Hygiene,109.52,OUT049,1999,Medium,Tier 1,Supermarket Type1,1768.36,26
NCK53,12.857645184135976,Low Fat,0.0,Health and Hygiene,100.8,OUT027,1985,Medium,Tier 3,Supermarket Type3,3472.15,40
FDW23,5.765,Low Fat,0.08,Baking Goods,37.02,OUT045,2002,Medium,Tier 2,Supermarket Type1,540.63,23
FDW12,8.315,Regular,0.04,Baking Goods,143.34,OUT013,1987,High,Tier 3,Supermarket Type1,1596.59,38
FDG44,6.13,Low Fat,0.1,Fruits and Vegetables,53.83,OUT035,2004,Small,Tier 2,Supermarket Type1,1024.67,21
FDJ36,14.5,Regular,0.13,Baking Goods,104.13,OUT035,2004,Small,Tier 2,Supermarket Type1,205.07,21
FDX55,15.1,Low Fat,0.06,Fruits and Vegetables,219.42,OUT046,1997,Small,Tier 1,Supermarket Type1,6096.06,28
DRG13,17.25,Low Fat,0.04,Soft Drinks,163.75,OUT018,2009,Medium,Tier 3,Supermarket Type2,3289.05,16
NCD06,13.0,Low Fat,0.1,Household,46.31,OUT013,1987,High,Tier 3,Supermarket Type1,699.09,38
FDW22,12.857645184135976,Regular,0.03,Snack Foods,222.01,OUT027,1985,Medium,Tier 3,Supermarket Type3,6207.92,40
FDD33,12.85,Low Fat,0.11,Fruits and Vegetables,233.26,OUT045,2002,Medium,Tier 2,Supermarket Type1,3950.19,23
FDG24,7.975,Low Fat,0.01,Baking Goods,82.32,OUT035,2004,Small,Tier 2,Supermarket Type1,1331.6,21
FDE05,10.895,Regular,0.03,Frozen Foods,144.81,OUT046,1997,Small,Tier 1,Supermarket Type1,3062.01,28
FDZ12,9.17,Low Fat,0.1,Baking Goods,144.95,OUT046,1997,Small,Tier 1,Supermarket Type1,4294.41,28
FDX37,16.2,Low Fat,0.11,Canned,101.47,OUT010,1998,Medium,Tier 3,Grocery Store,399.48,27
FDE44,14.65,Low Fat,0.17,Fruits and Vegetables,47.67,OUT035,2004,Small,Tier 2,Supermarket Type1,739.04,21
FDS52,12.857645184135976,Low Fat,0.01,Frozen Foods,102.5,OUT019,1985,Small,Tier 1,Grocery Store,101.2,40
FDO39,6.985,Regular,0.14,Meat,184.76,OUT018,2009,Medium,Tier 3,Supermarket Type2,4042.74,16
FDI32,17.7,Low Fat,0.0,Fruits and Vegetables,115.08,OUT045,2002,Medium,Tier 2,Supermarket Type1,2764.4,23
FDV28,16.1,Regular,0.0,Frozen Foods,35.16,OUT017,2007,Medium,Tier 2,Supermarket Type1,339.56,18
NCP53,14.75,Low Fat,0.03,Health and Hygiene,237.29,OUT017,2007,Medium,Tier 2,Supermarket Type1,3089.98,18
NCN43,12.15,Low Fat,0.01,Others,124.47,OUT049,1999,Medium,Tier 1,Supermarket Type1,1231.73,26
NCI31,12.857645184135976,Low Fat,0.14,Others,36.42,OUT019,1985,Small,Tier 1,Grocery Store,109.86,40
FDK55,18.5,Low Fat,0.03,Meat,89.12,OUT045,2002,Medium,Tier 2,Supermarket Type1,892.17,23
FDC17,12.15,Low Fat,0.02,Frozen Foods,211.29,OUT017,2007,Medium,Tier 2,Supermarket Type1,5049.43,18
FDV28,16.1,Regular,0.16,Frozen Foods,32.06,OUT035,2004,Small,Tier 2,Supermarket Type1,1018.67,21
FDY26,20.6,Regular,0.03,Dairy,212.92,OUT018,2009,Medium,Tier 3,Supermarket Type2,2540.69,16
NCU06,17.6,Low Fat,0.07,Household,228.8,OUT049,1999,Medium,Tier 1,Supermarket Type1,3215.81,26
FDV16,12.857645184135976,Regular,0.15,Frozen Foods,35.46,OUT019,1985,Small,Tier 1,Grocery Store,135.82,40
FDY31,5.98,Low Fat,0.04,Fruits and Vegetables,146.14,OUT045,2002,Medium,Tier 2,Supermarket Type1,3089.98,23
DRE37,13.5,Low Fat,0.09,Soft Drinks,190.99,OUT049,1999,Medium,Tier 1,Supermarket Type1,2836.31,26
FDH33,12.85,Low Fat,0.12,Snack Foods,42.74,OUT035,2004,Small,Tier 2,Supermarket Type1,703.08,21
FDA46,13.6,Low Fat,0.12,Snack Foods,194.21,OUT035,2004,Small,Tier 2,Supermarket Type1,2527.38,21
FDP12,9.8,Regular,0.05,Baking Goods,35.99,OUT035,2004,Small,Tier 2,Supermarket Type1,282.3,21
FDJ09,15.0,Low Fat,0.06,Snack Foods,44.77,OUT049,1999,Medium,Tier 1,Supermarket Type1,679.12,26
NCS54,12.857645184135976,Low Fat,0.01,Household,177.84,OUT027,1985,Medium,Tier 3,Supermarket Type3,6528.17,40
FDJ33,12.857645184135976,Regular,0.09,Snack Foods,121.17,OUT027,1985,Medium,Tier 3,Supermarket Type3,2586.63,40
FDF32,16.35,Low Fat,0.11,Fruits and Vegetables,198.24,OUT010,1998,Medium,Tier 3,Grocery Store,790.97,27
FDN24,12.857645184135976,Low Fat,0.2,Baking Goods,54.4,OUT019,1985,Small,Tier 1,Grocery Store,272.98,40
FDX21,7.05,Low Fat,0.08,Snack Foods,109.79,OUT035,2004,Small,Tier 2,Supermarket Type1,1091.91,21
FDC57,20.1,Regular,0.05,Fruits and Vegetables,193.78,OUT013,1987,High,Tier 3,Supermarket Type1,1158.49,38
NCZ06,19.6,Low Fat,0.09,Household,254.77,OUT018,2009,Medium,Tier 3,Supermarket Type2,5327.07,16
FDY56,16.35,Regular,0.06,Fruits and Vegetables,224.01,OUT013,1987,High,Tier 3,Supermarket Type1,4288.42,38
NCH07,13.15,Low Fat,0.09,Household,159.76,OUT049,1999,Medium,Tier 1,Supermarket Type1,4119.97,26
FDS44,12.65,Regular,0.16,Fruits and Vegetables,238.85,OUT018,2009,Medium,Tier 3,Supermarket Type2,4566.72,16
FDY33,14.5,Regular,0.1,Snack Foods,160.73,OUT049,1999,Medium,Tier 1,Supermarket Type1,1750.39,26
FDZ48,17.75,Low Fat,0.08,Baking Goods,111.45,OUT045,2002,Medium,Tier 2,Supermarket Type1,1006.69,23
FDY48,14.0,Low Fat,0.02,Baking Goods,104.03,OUT045,2002,Medium,Tier 2,Supermarket Type1,1435.46,23
FDK16,12.857645184135976,Low Fat,0.11,Frozen Foods,93.91,OUT027,1985,Medium,Tier 3,Supermarket Type3,3903.59,40
FDT16,9.895,Regular,0.05,Frozen Foods,261.73,OUT046,1997,Small,Tier 1,Supermarket Type1,4685.9,28
FDC26,10.195,Low Fat,0.21,Canned,110.99,OUT010,1998,Medium,Tier 3,Grocery Store,111.19,27
DRJ47,18.25,Low Fat,0.04,Hard Drinks,174.21,OUT018,2009,Medium,Tier 3,Supermarket Type2,2596.62,16
FDQ04,6.4,Low Fat,0.14,Frozen Foods,41.08,OUT010,1998,Medium,Tier 3,Grocery Store,41.28,27
FDN40,5.88,Low Fat,0.0,Frozen Foods,154.3,OUT046,1997,Small,Tier 1,Supermarket Type1,1999.4,28
FDS39,6.895,Low Fat,0.02,Meat,143.88,OUT013,1987,High,Tier 3,Supermarket Type1,2707.14,38
FDC11,20.5,Low Fat,0.14,Starchy Foods,90.62,OUT018,2009,Medium,Tier 3,Supermarket Type2,1427.48,16
FDQ39,14.8,Low Fat,0.14,Meat,190.88,OUT010,1998,Medium,Tier 3,Grocery Store,191.08,27
FDB33,17.75,Low Fat,0.01,Fruits and Vegetables,158.63,OUT049,1999,Medium,Tier 1,Supermarket Type1,3819.03,26
FDU27,18.6,Regular,0.29,Meat,48.84,OUT010,1998,Medium,Tier 3,Grocery Store,47.94,27
FDM44,12.5,Low Fat,0.03,Fruits and Vegetables,105.0,OUT045,2002,Medium,Tier 2,Supermarket Type1,1444.79,23
FDT32,19.0,Regular,0.07,Fruits and Vegetables,186.52,OUT035,2004,Small,Tier 2,Supermarket Type1,5275.8,21
DRC13,8.26,Regular,0.03,Soft Drinks,125.07,OUT018,2009,Medium,Tier 3,Supermarket Type2,985.38,16
NCO07,9.06,Low Fat,0.01,Others,213.76,OUT046,1997,Small,Tier 1,Supermarket Type1,1065.28,28
FDJ16,9.195,Low Fat,0.12,Frozen Foods,58.92,OUT018,2009,Medium,Tier 3,Supermarket Type2,926.79,16
FDB22,12.857645184135976,Low Fat,0.11,Snack Foods,155.1,OUT027,1985,Medium,Tier 3,Supermarket Type3,2768.4,40
NCS30,5.945,Low Fat,0.09,Household,129.17,OUT045,2002,Medium,Tier 2,Supermarket Type1,2841.63,23
FDQ59,12.857645184135976,Regular,0.0,Breads,84.59,OUT027,1985,Medium,Tier 3,Supermarket Type3,3020.07,40
FDI38,13.35,Regular,0.01,Canned,207.36,OUT049,1999,Medium,Tier 1,Supermarket Type1,5797.79,26
FDR52,12.65,Regular,0.08,Frozen Foods,189.08,OUT035,2004,Small,Tier 2,Supermarket Type1,4012.78,21
FDT15,12.15,Regular,0.04,Meat,181.7,OUT018,2009,Medium,Tier 3,Supermarket Type2,2929.52,16
FDR52,12.857645184135976,Regular,0.13,Frozen Foods,190.88,OUT019,1985,Small,Tier 1,Grocery Store,191.08,40
FDS60,20.85,Low Fat,0.03,Baking Goods,180.07,OUT018,2009,Medium,Tier 3,Supermarket Type2,2157.19,16
FDK52,18.25,Low Fat,0.0,Frozen Foods,224.11,OUT018,2009,Medium,Tier 3,Supermarket Type2,4965.54,16
FDA04,11.3,Regular,0.07,Frozen Foods,260.2,OUT045,2002,Medium,Tier 2,Supermarket Type1,2848.96,23
NCQ53,17.6,Low Fat,0.02,Health and Hygiene,237.36,OUT045,2002,Medium,Tier 2,Supermarket Type1,6145.33,23
FDN28,5.88,Regular,0.03,Frozen Foods,101.8,OUT018,2009,Medium,Tier 3,Supermarket Type2,1960.78,16
FDU12,12.857645184135976,Regular,0.13,Baking Goods,263.86,OUT019,1985,Small,Tier 1,Grocery Store,790.97,40
FDT03,21.25,Low Fat,0.01,Meat,184.66,OUT045,2002,Medium,Tier 2,Supermarket Type1,367.52,23
FDY57,20.2,Regular,0.12,Snack Foods,94.58,OUT046,1997,Small,Tier 1,Supermarket Type1,1821.63,28
FDH56,9.8,Regular,0.06,Fruits and Vegetables,113.85,OUT013,1987,High,Tier 3,Supermarket Type1,1737.74,38
DRM23,16.6,Low Fat,0.14,Hard Drinks,171.44,OUT018,2009,Medium,Tier 3,Supermarket Type2,2241.75,16
FDZ07,12.857645184135976,Regular,0.16,Fruits and Vegetables,62.82,OUT019,1985,Small,Tier 1,Grocery Store,61.92,40
FDK40,7.035,Low Fat,0.02,Frozen Foods,262.79,OUT045,2002,Medium,Tier 2,Supermarket Type1,3681.87,23
FDU04,7.93,Low Fat,0.0,Frozen Foods,121.84,OUT046,1997,Small,Tier 1,Supermarket Type1,2802.35,28
DRL37,15.5,Low Fat,0.0,Soft Drinks,41.38,OUT017,2007,Medium,Tier 2,Supermarket Type1,649.16,18
FDT26,12.857645184135976,Regular,0.07,Dairy,120.94,OUT027,1985,Medium,Tier 3,Supermarket Type3,1078.6,40
FDT24,12.35,Regular,0.19,Baking Goods,78.73,OUT045,2002,Medium,Tier 2,Supermarket Type1,1390.19,23
FDX57,12.857645184135976,Regular,0.05,Snack Foods,96.41,OUT027,1985,Medium,Tier 3,Supermarket Type3,2624.58,40
FDA55,12.857645184135976,Regular,0.1,Fruits and Vegetables,225.21,OUT019,1985,Small,Tier 1,Grocery Store,447.42,40
NCN05,8.235,Low Fat,0.01,Health and Hygiene,183.8,OUT045,2002,Medium,Tier 2,Supermarket Type1,2929.52,23
FDR58,6.675,Low Fat,0.04,Snack Foods,92.65,OUT045,2002,Medium,Tier 2,Supermarket Type1,1665.83,23
FDX47,6.55,Regular,0.03,Breads,156.53,OUT013,1987,High,Tier 3,Supermarket Type1,1571.29,38
NCH54,13.5,Low Fat,0.07,Household,160.69,OUT018,2009,Medium,Tier 3,Supermarket Type2,1917.5,16
NCH42,6.86,Low Fat,0.04,Household,227.8,OUT035,2004,Small,Tier 2,Supermarket Type1,3904.92,21
FDH56,9.8,Regular,0.06,Fruits and Vegetables,116.65,OUT045,2002,Medium,Tier 2,Supermarket Type1,2316.98,23
FDQ48,14.3,Regular,0.03,Baking Goods,98.17,OUT018,2009,Medium,Tier 3,Supermarket Type2,685.11,16
FDN20,19.35,Low Fat,0.03,Fruits and Vegetables,169.25,OUT017,2007,Medium,Tier 2,Supermarket Type1,3705.84,18
FDA15,9.3,Low Fat,0.02,Dairy,250.61,OUT013,1987,High,Tier 3,Supermarket Type1,6474.24,38
FDS48,12.857645184135976,Low Fat,0.05,Baking Goods,149.77,OUT019,1985,Small,Tier 1,Grocery Store,150.47,40
FDW02,4.805,Regular,0.04,Dairy,126.27,OUT018,2009,Medium,Tier 3,Supermarket Type2,3629.94,16
FDN03,12.857645184135976,Regular,0.02,Meat,248.64,OUT027,1985,Medium,Tier 3,Supermarket Type3,6759.2,40
FDF57,14.5,Regular,0.06,Fruits and Vegetables,170.74,OUT017,2007,Medium,Tier 2,Supermarket Type1,2045.34,18
DRM37,15.35,Low Fat,0.1,Soft Drinks,196.58,OUT035,2004,Small,Tier 2,Supermarket Type1,4729.84,21
NCD54,21.1,Low Fat,0.03,Household,143.38,OUT046,1997,Small,Tier 1,Supermarket Type1,866.87,28
NCQ42,12.857645184135976,Low Fat,0.04,Household,128.37,OUT027,1985,Medium,Tier 3,Supermarket Type3,3179.2,40
FDW49,19.5,Low Fat,0.08,Canned,177.2,OUT035,2004,Small,Tier 2,Supermarket Type1,2149.2,21
DRI03,6.03,Low Fat,0.02,Dairy,178.1,OUT013,1987,High,Tier 3,Supermarket Type1,4604.67,38
FDD14,20.7,Low Fat,0.17,Canned,182.63,OUT045,2002,Medium,Tier 2,Supermarket Type1,2581.97,23
FDN02,16.5,Low Fat,0.07,Canned,208.86,OUT046,1997,Small,Tier 1,Supermarket Type1,2484.77,28
FDQ45,12.857645184135976,Regular,0.01,Snack Foods,185.36,OUT027,1985,Medium,Tier 3,Supermarket Type3,5329.06,40
FDX56,17.1,Regular,0.07,Fruits and Vegetables,206.16,OUT018,2009,Medium,Tier 3,Supermarket Type2,4141.28,16
FDE51,12.857645184135976,Regular,0.17,Dairy,43.41,OUT019,1985,Small,Tier 1,Grocery Store,44.61,40
FDT47,5.26,Regular,0.02,Breads,95.61,OUT045,2002,Medium,Tier 2,Supermarket Type1,2332.96,23
FDM22,14.0,Regular,0.04,Snack Foods,54.06,OUT035,2004,Small,Tier 2,Supermarket Type1,1118.54,21
FDB27,7.575,Low Fat,0.06,Dairy,196.58,OUT045,2002,Medium,Tier 2,Supermarket Type1,1576.61,23
FDE02,12.857645184135976,Low Fat,0.12,Canned,95.68,OUT027,1985,Medium,Tier 3,Supermarket Type3,2910.21,40
FDD38,16.75,Regular,0.01,Canned,103.77,OUT035,2004,Small,Tier 2,Supermarket Type1,2852.29,21
FDF34,9.3,Regular,0.01,Snack Foods,197.71,OUT017,2007,Medium,Tier 2,Supermarket Type1,3372.94,18
FDP15,15.2,Low Fat,0.0,Meat,256.03,OUT010,1998,Medium,Tier 3,Grocery Store,1281.66,27
NCI29,8.6,Low Fat,0.03,Health and Hygiene,143.62,OUT017,2007,Medium,Tier 2,Supermarket Type1,2127.23,18
FDU27,18.6,Regular,0.17,Meat,47.14,OUT017,2007,Medium,Tier 2,Supermarket Type1,767.0,18
NCD55,12.857645184135976,Low Fat,0.02,Household,42.45,OUT027,1985,Medium,Tier 3,Supermarket Type3,293.62,40
FDU37,9.5,Regular,0.0,Canned,79.6,OUT046,1997,Small,Tier 1,Supermarket Type1,1038.65,28
FDA01,15.0,Regular,0.05,Canned,60.29,OUT017,2007,Medium,Tier 2,Supermarket Type1,1581.94,18
FDS13,6.465,Low Fat,0.12,Canned,264.19,OUT045,2002,Medium,Tier 2,Supermarket Type1,3444.85,23
FDK55,18.5,Low Fat,0.03,Meat,88.92,OUT018,2009,Medium,Tier 3,Supermarket Type2,1695.13,16
FDR36,6.715,Regular,0.12,Baking Goods,43.75,OUT035,2004,Small,Tier 2,Supermarket Type1,545.29,21
DRK49,14.15,Low Fat,0.04,Soft Drinks,41.51,OUT049,1999,Medium,Tier 1,Supermarket Type1,162.46,26
DRM23,12.857645184135976,Low Fat,0.0,Hard Drinks,171.74,OUT027,1985,Medium,Tier 3,Supermarket Type3,6207.92,40
FDH47,13.5,Regular,0.22,Starchy Foods,98.61,OUT010,1998,Medium,Tier 3,Grocery Store,97.21,27
FDZ21,17.6,Regular,0.04,Snack Foods,98.04,OUT018,2009,Medium,Tier 3,Supermarket Type2,675.79,16
FDI57,19.85,Low Fat,0.05,Seafood,198.78,OUT017,2007,Medium,Tier 2,Supermarket Type1,4532.77,18
FDK26,12.857645184135976,Regular,0.06,Canned,184.62,OUT019,1985,Small,Tier 1,Grocery Store,1304.97,40
FDQ36,7.855,Regular,0.16,Baking Goods,37.08,OUT035,2004,Small,Tier 2,Supermarket Type1,447.42,21
FDJ58,12.857645184135976,Regular,0.18,Snack Foods,172.68,OUT019,1985,Small,Tier 1,Grocery Store,858.88,40
FDD45,8.615,Low Fat,0.12,Fruits and Vegetables,94.14,OUT045,2002,Medium,Tier 2,Supermarket Type1,1134.52,23
FDG50,7.405,Low Fat,0.02,Canned,89.91,OUT045,2002,Medium,Tier 2,Supermarket Type1,2189.15,23
FDO36,12.857645184135976,Low Fat,0.14,Baking Goods,179.77,OUT019,1985,Small,Tier 1,Grocery Store,179.77,40
NCW42,18.2,Low Fat,0.06,Household,220.55,OUT018,2009,Medium,Tier 3,Supermarket Type2,3094.64,16
NCH18,9.3,Low Fat,0.07,Household,246.48,OUT010,1998,Medium,Tier 3,Grocery Store,982.72,27
FDY59,12.857645184135976,Low Fat,0.03,Baking Goods,93.35,OUT027,1985,Medium,Tier 3,Supermarket Type3,1018.01,40
NCO42,21.25,Low Fat,0.02,Household,145.11,OUT045,2002,Medium,Tier 2,Supermarket Type1,1603.91,23
FDM45,8.655,Regular,0.09,Snack Foods,122.58,OUT017,2007,Medium,Tier 2,Supermarket Type1,2181.16,18
NCV29,11.8,Low Fat,0.04,Health and Hygiene,177.57,OUT010,1998,Medium,Tier 3,Grocery Store,711.07,27
FDT08,12.857645184135976,Low Fat,0.05,Fruits and Vegetables,148.71,OUT027,1985,Medium,Tier 3,Supermarket Type3,2996.1,40
NCQ43,12.857645184135976,Low Fat,0.19,Others,110.29,OUT019,1985,Small,Tier 1,Grocery Store,218.38,40
NCA54,16.5,Low Fat,0.04,Household,180.93,OUT013,1987,High,Tier 3,Supermarket Type1,3247.77,38
FDW55,12.6,Regular,0.0,Fruits and Vegetables,248.81,OUT035,2004,Small,Tier 2,Supermarket Type1,6723.25,21
FDI10,12.857645184135976,Regular,0.08,Snack Foods,171.44,OUT027,1985,Medium,Tier 3,Supermarket Type3,3448.84,40
NCS53,12.857645184135976,Low Fat,0.16,Health and Hygiene,156.86,OUT019,1985,Small,Tier 1,Grocery Store,316.92,40
FDZ35,12.857645184135976,Regular,0.02,Breads,105.2,OUT027,1985,Medium,Tier 3,Supermarket Type3,3199.17,40
FDF10,15.5,Regular,0.16,Snack Foods,148.64,OUT013,1987,High,Tier 3,Supermarket Type1,3972.83,38
FDO38,17.25,Low Fat,0.07,Canned,76.5,OUT017,2007,Medium,Tier 2,Supermarket Type1,778.99,18
FDY45,17.5,Low Fat,0.03,Snack Foods,253.74,OUT017,2007,Medium,Tier 2,Supermarket Type1,3815.03,18
FDC40,16.0,Regular,0.07,Dairy,78.5,OUT018,2009,Medium,Tier 3,Supermarket Type2,1791.67,16
NCO54,19.5,Low Fat,0.01,Household,53.76,OUT049,1999,Medium,Tier 1,Supermarket Type1,1436.8,26
FDQ14,9.27,Low Fat,0.06,Dairy,148.0,OUT018,2009,Medium,Tier 3,Supermarket Type2,1797.66,16
FDM10,18.25,Low Fat,0.08,Snack Foods,213.42,OUT013,1987,High,Tier 3,Supermarket Type1,3846.99,38
DRK23,8.395,Low Fat,0.07,Hard Drinks,251.5,OUT017,2007,Medium,Tier 2,Supermarket Type1,7084.11,18
NCR17,9.8,Low Fat,0.02,Health and Hygiene,114.05,OUT013,1987,High,Tier 3,Supermarket Type1,2085.29,38
FDG31,12.857645184135976,Low Fat,0.07,Meat,65.08,OUT019,1985,Small,Tier 1,Grocery Store,193.75,40
FDH02,7.27,Regular,0.02,Canned,92.45,OUT045,2002,Medium,Tier 2,Supermarket Type1,996.04,23
DRH37,17.6,Low Fat,0.04,Soft Drinks,162.75,OUT017,2007,Medium,Tier 2,Supermarket Type1,3124.6,18
DRC36,13.0,Regular,0.05,Soft Drinks,174.11,OUT017,2007,Medium,Tier 2,Supermarket Type1,4377.64,18
FDB56,8.75,Regular,0.07,Fruits and Vegetables,186.36,OUT045,2002,Medium,Tier 2,Supermarket Type1,3567.36,23
NCK54,12.15,Low Fat,0.03,Household,114.72,OUT045,2002,Medium,Tier 2,Supermarket Type1,1048.64,23
NCQ17,10.3,Low Fat,0.0,Health and Hygiene,154.66,OUT013,1987,High,Tier 3,Supermarket Type1,2816.33,38
FDM13,6.425,Low Fat,0.06,Breakfast,132.86,OUT018,2009,Medium,Tier 3,Supermarket Type2,524.65,16
FDT44,16.6,Low Fat,0.1,Fruits and Vegetables,116.45,OUT018,2009,Medium,Tier 3,Supermarket Type2,1178.47,16
FDO28,12.857645184135976,Low Fat,0.13,Frozen Foods,122.41,OUT019,1985,Small,Tier 1,Grocery Store,120.51,40
NCK07,10.65,Low Fat,0.05,Others,165.85,OUT017,2007,Medium,Tier 2,Supermarket Type1,3946.86,18
NCP05,19.6,Low Fat,0.03,Health and Hygiene,151.8,OUT046,1997,Small,Tier 1,Supermarket Type1,1366.22,28
FDX11,16.0,Regular,0.11,Baking Goods,181.46,OUT046,1997,Small,Tier 1,Supermarket Type1,1090.58,28
FDS52,8.89,Low Fat,0.01,Frozen Foods,99.3,OUT045,2002,Medium,Tier 2,Supermarket Type1,607.21,23
FDB14,20.25,Regular,0.1,Canned,93.21,OUT045,2002,Medium,Tier 2,Supermarket Type1,1304.97,23
NCY06,12.857645184135976,Low Fat,0.06,Household,130.2,OUT027,1985,Medium,Tier 3,Supermarket Type3,1565.96,40
FDS45,5.175,Regular,0.03,Snack Foods,105.26,OUT017,2007,Medium,Tier 2,Supermarket Type1,2328.97,18
DRF23,4.61,Low Fat,0.0,Hard Drinks,173.84,OUT046,1997,Small,Tier 1,Supermarket Type1,1221.08,28
FDD33,12.857645184135976,Low Fat,0.0,Fruits and Vegetables,231.96,OUT027,1985,Medium,Tier 3,Supermarket Type3,6970.93,40
NCA53,11.395,Low Fat,0.01,Health and Hygiene,49.4,OUT018,2009,Medium,Tier 3,Supermarket Type2,777.65,16
FDC46,17.7,Low Fat,0.12,Snack Foods,186.03,OUT035,2004,Small,Tier 2,Supermarket Type1,2950.83,21
NCW41,18.0,Low Fat,0.02,Health and Hygiene,159.26,OUT035,2004,Small,Tier 2,Supermarket Type1,3961.51,21
FDZ39,19.7,Regular,0.02,Meat,104.6,OUT018,2009,Medium,Tier 3,Supermarket Type2,309.6,16
FDE51,5.925,Regular,0.1,Dairy,42.91,OUT017,2007,Medium,Tier 2,Supermarket Type1,758.35,18
FDG32,12.857645184135976,Low Fat,0.18,Fruits and Vegetables,222.38,OUT027,1985,Medium,Tier 3,Supermarket Type3,9562.22,40
NCK07,10.65,Low Fat,0.05,Others,163.95,OUT045,2002,Medium,Tier 2,Supermarket Type1,1644.53,23
NCQ41,14.8,Low Fat,0.02,Health and Hygiene,193.08,OUT035,2004,Small,Tier 2,Supermarket Type1,3901.59,21
FDL36,15.1,Low Fat,0.08,Baking Goods,90.48,OUT045,2002,Medium,Tier 2,Supermarket Type1,1617.89,23
FDQ26,13.5,Regular,0.0,Dairy,57.86,OUT049,1999,Medium,Tier 1,Supermarket Type1,711.07,26
FDR02,16.7,Low Fat,0.02,Dairy,113.19,OUT017,2007,Medium,Tier 2,Supermarket Type1,3335.66,18
FDV59,13.35,Low Fat,0.0,Breads,217.62,OUT018,2009,Medium,Tier 3,Supermarket Type2,3265.75,16
FDZ33,10.195,Low Fat,0.0,Snack Foods,147.21,OUT010,1998,Medium,Tier 3,Grocery Store,739.04,27
NCT41,15.7,Low Fat,0.06,Health and Hygiene,153.5,OUT045,2002,Medium,Tier 2,Supermarket Type1,2580.64,23
FDB17,13.15,Low Fat,0.06,Frozen Foods,180.0,OUT010,1998,Medium,Tier 3,Grocery Store,181.1,27
FDN44,13.15,Low Fat,0.02,Fruits and Vegetables,160.19,OUT046,1997,Small,Tier 1,Supermarket Type1,1597.92,28
